review,rating,date,bank,source
niiceh,5,2025-10-29,Commercial Bank of Ethiopia,Google Play
the app is good but their is no dark mode you have to add it,3,2025-10-29,Commercial Bank of Ethiopia,Google Play
🤮,1,2025-10-29,Commercial Bank of Ethiopia,Google Play
abdulakim abrahim elemoo,5,2025-10-29,Commercial Bank of Ethiopia,Google Play
good app,5,2025-10-28,Commercial Bank of Ethiopia,Google Play
strong,5,2025-10-28,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-28,Commercial Bank of Ethiopia,Google Play
best,5,2025-10-28,Commercial Bank of Ethiopia,Google Play
Abebaw Zenebe,5,2025-10-28,Commercial Bank of Ethiopia,Google Play
good I love it keep it up but if we had a new update that will be fire Soo good,5,2025-10-27,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-27,Commercial Bank of Ethiopia,Google Play
Cbe,5,2025-10-27,Commercial Bank of Ethiopia,Google Play
Active and granted system,5,2025-10-27,Commercial Bank of Ethiopia,Google Play
fast app,4,2025-10-27,Commercial Bank of Ethiopia,Google Play
cool 😎,5,2025-10-27,Commercial Bank of Ethiopia,Google Play
Galaxy A10s,3,2025-10-26,Commercial Bank of Ethiopia,Google Play
the best apps,5,2025-10-26,Commercial Bank of Ethiopia,Google Play
arif app new,5,2025-10-26,Commercial Bank of Ethiopia,Google Play
laga Bari biranch,5,2025-10-26,Commercial Bank of Ethiopia,Google Play
ነነሠነሠሠነሠሠሠሠነየነ,5,2025-10-26,Commercial Bank of Ethiopia,Google Play
I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,2025-10-25,Commercial Bank of Ethiopia,Google Play
Attractive,5,2025-10-25,Commercial Bank of Ethiopia,Google Play
mite,5,2025-10-24,Commercial Bank of Ethiopia,Google Play
useful,5,2025-10-24,Commercial Bank of Ethiopia,Google Play
nice,4,2025-10-23,Commercial Bank of Ethiopia,Google Play
"not good, not bad!",3,2025-10-23,Commercial Bank of Ethiopia,Google Play
very good,5,2025-10-23,Commercial Bank of Ethiopia,Google Play
እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,2025-10-22,Commercial Bank of Ethiopia,Google Play
good job,5,2025-10-22,Commercial Bank of Ethiopia,Google Play
imp,5,2025-10-22,Commercial Bank of Ethiopia,Google Play
super fast app,5,2025-10-21,Commercial Bank of Ethiopia,Google Play
good app,4,2025-10-20,Commercial Bank of Ethiopia,Google Play
useful,5,2025-10-20,Commercial Bank of Ethiopia,Google Play
"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,2025-10-19,Commercial Bank of Ethiopia,Google Play
cbe,4,2025-10-18,Commercial Bank of Ethiopia,Google Play
"it says ""ti is work any more in your device"" what can i do??",1,2025-10-18,Commercial Bank of Ethiopia,Google Play
blah blah blah,5,2025-10-18,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-17,Commercial Bank of Ethiopia,Google Play
bad ግዴታ መሆንሁ,1,2025-10-17,Commercial Bank of Ethiopia,Google Play
best,5,2025-10-17,Commercial Bank of Ethiopia,Google Play
CBE no.1,5,2025-10-17,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-16,Commercial Bank of Ethiopia,Google Play
"it's not work correctly when it's needed sometimes, but it works sometimes though",2,2025-10-16,Commercial Bank of Ethiopia,Google Play
its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,2025-10-16,Commercial Bank of Ethiopia,Google Play
gooof,5,2025-10-16,Commercial Bank of Ethiopia,Google Play
"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,2025-10-16,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-10-16,Commercial Bank of Ethiopia,Google Play
best,5,2025-10-15,Commercial Bank of Ethiopia,Google Play
still not perfect like before,1,2025-10-15,Commercial Bank of Ethiopia,Google Play
This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,2025-10-15,Commercial Bank of Ethiopia,Google Play
APPLIED,1,2025-10-14,Commercial Bank of Ethiopia,Google Play
10 years ago,4,2025-10-14,Commercial Bank of Ethiopia,Google Play
Asefa Obsa,5,2025-10-14,Commercial Bank of Ethiopia,Google Play
best app,4,2025-10-14,Commercial Bank of Ethiopia,Google Play
it's good app,5,2025-10-14,Commercial Bank of Ethiopia,Google Play
very slow,1,2025-10-14,Commercial Bank of Ethiopia,Google Play
berhan deriba wami,4,2025-10-14,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
mahamad Usman,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
Erako,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
🔥🔥🔥🔥🔥,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
opne,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
mehommd nuri,5,2025-10-13,Commercial Bank of Ethiopia,Google Play
Best,5,2025-10-12,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-12,Commercial Bank of Ethiopia,Google Play
providing very secure service.,5,2025-10-12,Commercial Bank of Ethiopia,Google Play
apk አሪፍ ነው ግን በጣም apkwun የሚከፍቱ የ ባንክ ሰራተኞች በጣም ደካማ ናቸው ሲያስተናግዱ ለ ደንበኛ ክብር የላቸውም እኔ መመላለስ ከጀመርኩ ቆየው ግን መፍትህ ላገኝ አልችልኩም ::,1,2025-10-12,Commercial Bank of Ethiopia,Google Play
ዳር ኑሮ ላለው ኣፍሪቻን ው,5,2025-10-12,Commercial Bank of Ethiopia,Google Play
RIYAD Mohammed Abaoli 92 527 2567,5,2025-10-12,Commercial Bank of Ethiopia,Google Play
it doesn't show bank statement and no options to see transactions for the past months.,2,2025-10-12,Commercial Bank of Ethiopia,Google Play
Mamma Husen,2,2025-10-11,Commercial Bank of Ethiopia,Google Play
ok,5,2025-10-11,Commercial Bank of Ethiopia,Google Play
3 stars because I can't see all my transaction history apart from the recents and a refresh button has been removed from the Recents activity. The app should allow clients to view all of the transactions not just recents.,3,2025-10-11,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-10,Commercial Bank of Ethiopia,Google Play
exceptional application from others bank,5,2025-10-10,Commercial Bank of Ethiopia,Google Play
"it is very nice. but i have a serious suggestion when you send to other cbe birr customer, it does not show the name of the recipient befor it actually send the money. please improve this",4,2025-10-10,Commercial Bank of Ethiopia,Google Play
good👍👍👍😊😊😊,5,2025-10-10,Commercial Bank of Ethiopia,Google Play
really good app,5,2025-10-10,Commercial Bank of Ethiopia,Google Play
smart bank CBE,5,2025-10-10,Commercial Bank of Ethiopia,Google Play
Ali urgesa11,3,2025-10-09,Commercial Bank of Ethiopia,Google Play
it's good,5,2025-10-09,Commercial Bank of Ethiopia,Google Play
Good apps,5,2025-10-09,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-09,Commercial Bank of Ethiopia,Google Play
password በጣት አሻራ ቢኖረው መልካም ነበር,4,2025-10-09,Commercial Bank of Ethiopia,Google Play
best app i ever seen,5,2025-10-09,Commercial Bank of Ethiopia,Google Play
it's game changing in financial system,4,2025-10-09,Commercial Bank of Ethiopia,Google Play
"z,MKT 20_._!8+⅓⅕😘r",1,2025-10-09,Commercial Bank of Ethiopia,Google Play
will good updating,5,2025-10-09,Commercial Bank of Ethiopia,Google Play
"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",1,2025-10-08,Commercial Bank of Ethiopia,Google Play
why removing screenshot feature why?,2,2025-10-08,Commercial Bank of Ethiopia,Google Play
very good application! thank you all who participate!,5,2025-10-08,Commercial Bank of Ethiopia,Google Play
application bank commercial Ethiopia I am very happy to be able to appear in a great job on a pleasant job,5,2025-10-08,Commercial Bank of Ethiopia,Google Play
user compatible app!,5,2025-10-08,Commercial Bank of Ethiopia,Google Play
"I am trying to access this app on my Android phone, but sometimes doesn't work. so kindly try to improve it.",3,2025-10-07,Commercial Bank of Ethiopia,Google Play
what an amazing app. you know how much it simplify life. Thanks cbe. I proud of you.,5,2025-10-07,Commercial Bank of Ethiopia,Google Play
Our Commercial Bank of Ethiopia is Good !,5,2025-10-06,Commercial Bank of Ethiopia,Google Play
Asledin Ibsa,5,2025-10-06,Commercial Bank of Ethiopia,Google Play
terrible when showing history of transaction it shows in disorganised way,3,2025-10-05,Commercial Bank of Ethiopia,Google Play
my bank,5,2025-10-05,Commercial Bank of Ethiopia,Google Play
Data,5,2025-10-04,Commercial Bank of Ethiopia,Google Play
"lately I am facing a problem with the app ,and the problem is when log in and inter my pin it doesn't work at all and says 'can't sync' why does it say that I was working fine a few day ago and also it says when I enter my pin 'change your pin to 6 digit pin and it doesn't allow me to change it please solve what is the problem with the app ?",2,2025-10-04,Commercial Bank of Ethiopia,Google Play
excellent app with lots of features,5,2025-10-04,Commercial Bank of Ethiopia,Google Play
very good 👍 mobile banking,5,2025-10-04,Commercial Bank of Ethiopia,Google Play
so special,5,2025-10-04,Commercial Bank of Ethiopia,Google Play
wiiy ewdihiliw esimirt niho yitnehew metgeyot ❤💞🤔😴🤩😍,1,2025-10-03,Commercial Bank of Ethiopia,Google Play
woow cbe,5,2025-10-03,Commercial Bank of Ethiopia,Google Play
cbe the best bank app,4,2025-10-03,Commercial Bank of Ethiopia,Google Play
This App CBE bank it's Simple and Smart I Like it.,5,2025-10-03,Commercial Bank of Ethiopia,Google Play
Rijalufaris,5,2025-10-02,Commercial Bank of Ethiopia,Google Play
its Best app But i hate the Repeatedly update request,5,2025-10-02,Commercial Bank of Ethiopia,Google Play
good app,5,2025-10-02,Commercial Bank of Ethiopia,Google Play
imoo,3,2025-10-02,Commercial Bank of Ethiopia,Google Play
"it was good since it become a robber the vat ,tax,service charge,unbelievable charge to send to other bank, monthly charge,etc i hope one international bank comes and we all leave this bank. enough is enough",1,2025-10-02,Commercial Bank of Ethiopia,Google Play
screen shoot always not allowed why?,5,2025-10-02,Commercial Bank of Ethiopia,Google Play
enkorabetalen,5,2025-10-01,Commercial Bank of Ethiopia,Google Play
good,5,2025-10-01,Commercial Bank of Ethiopia,Google Play
Gamada mahamadi,1,2025-10-01,Commercial Bank of Ethiopia,Google Play
it is very good banking web but its network is sometimes busy i hope they willfix the problem,4,2025-09-30,Commercial Bank of Ethiopia,Google Play
verfcasencod,5,2025-09-30,Commercial Bank of Ethiopia,Google Play
you can't get your own transaction history,1,2025-09-29,Commercial Bank of Ethiopia,Google Play
sintu,5,2025-09-29,Commercial Bank of Ethiopia,Google Play
BEST,5,2025-09-28,Commercial Bank of Ethiopia,Google Play
Bank of Ethiopia,5,2025-09-28,Commercial Bank of Ethiopia,Google Play
"All most Good, but need improvement",5,2025-09-27,Commercial Bank of Ethiopia,Google Play
"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",5,2025-09-27,Commercial Bank of Ethiopia,Google Play
poor app all of you guys delete CBE and download BOA,1,2025-09-27,Commercial Bank of Ethiopia,Google Play
niceapp,5,2025-09-27,Commercial Bank of Ethiopia,Google Play
good,5,2025-09-26,Commercial Bank of Ethiopia,Google Play
good,5,2025-09-25,Commercial Bank of Ethiopia,Google Play
the best app of all,5,2025-09-25,Commercial Bank of Ethiopia,Google Play
❤️,5,2025-09-25,Commercial Bank of Ethiopia,Google Play
"Most of the time when I try to open the app, it does not load. The circle keeps spinning as if it is trying to open, and get a message saying "" 2 attempts left for offline login"". This seems to mean that the app cannot connect to the internet, even though I have a stable internet connection, and all other stuff work properly.",2,2025-09-24,Commercial Bank of Ethiopia,Google Play
Juhaar,5,2025-09-24,Commercial Bank of Ethiopia,Google Play
I am using CBE app very fantastic.,5,2025-09-24,Commercial Bank of Ethiopia,Google Play
bist app tankyou,4,2025-09-23,Commercial Bank of Ethiopia,Google Play
this is very useful and consistent app,5,2025-09-23,Commercial Bank of Ethiopia,Google Play
"this application provides timely service in a good, fast and reliable manner.",5,2025-09-23,Commercial Bank of Ethiopia,Google Play
So good,5,2025-09-23,Commercial Bank of Ethiopia,Google Play
it will be more better if the app have the feature receipt verifying from QR CODE SCREENSHOT IMAGES FROM gallery ... currently IT WORKS ONLY FROM DIRECT CAMERA CAPTURING,4,2025-09-23,Commercial Bank of Ethiopia,Google Play
"From the UX perspective it can be better, it's old and it's not obvious where you can find some things",3,2025-09-22,Commercial Bank of Ethiopia,Google Play
It is amazing app but it is more better if it is possible to transfer from account to other telebirr,5,2025-09-22,Commercial Bank of Ethiopia,Google Play
"The app was great while it was active. However, after the app did an update, I lost connection with a message ""Network Error"". Please try to fix it as there are many clients of CBE using this app globally from abroad countries.",3,2025-09-21,Commercial Bank of Ethiopia,Google Play
very important app,4,2025-09-21,Commercial Bank of Ethiopia,Google Play
the best of all mobile banking in Ethiopia works perfectly fine,5,2025-09-21,Commercial Bank of Ethiopia,Google Play
ok,5,2025-09-21,Commercial Bank of Ethiopia,Google Play
DANTRO BAND!!!,5,2025-09-21,Commercial Bank of Ethiopia,Google Play
some time when make transfer from Mobile account to other cbebirr wallet no show customer name so please check it......thanks my cbe.. cbebirr application very nice application wallet,5,2025-09-20,Commercial Bank of Ethiopia,Google Play
this app is very useful but sometimes when you want to see specific transactions it didn't work so that way i gave 3,3,2025-09-20,Commercial Bank of Ethiopia,Google Play
why i must visit the branch i opened my account to activate the mobile banking services? if it a connected network it maybe done from any branch.,1,2025-09-20,Commercial Bank of Ethiopia,Google Play
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,Commercial Bank of Ethiopia,Google Play
asfaw damse,5,2025-09-19,Commercial Bank of Ethiopia,Google Play
ok,5,2025-09-19,Commercial Bank of Ethiopia,Google Play
nice,5,2025-09-19,Commercial Bank of Ethiopia,Google Play
jabadhaa namatii tolataan,5,2025-09-19,Commercial Bank of Ethiopia,Google Play
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,Commercial Bank of Ethiopia,Google Play
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,Commercial Bank of Ethiopia,Google Play
Truly amazing!,5,2025-09-18,Commercial Bank of Ethiopia,Google Play
Doesn't have option to generate statement for transactions,3,2025-09-18,Commercial Bank of Ethiopia,Google Play
😎,5,2025-09-18,Commercial Bank of Ethiopia,Google Play
JanaleBl,5,2025-09-17,Commercial Bank of Ethiopia,Google Play
very good,5,2025-09-17,Commercial Bank of Ethiopia,Google Play
nice application,5,2025-09-17,Commercial Bank of Ethiopia,Google Play
WaaaaaaaW,1,2025-09-17,Commercial Bank of Ethiopia,Google Play
very nice,5,2025-09-16,Commercial Bank of Ethiopia,Google Play
Of,5,2025-09-16,Commercial Bank of Ethiopia,Google Play
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,Commercial Bank of Ethiopia,Google Play
Easy to use and not Complicated 👍,5,2025-09-15,Commercial Bank of Ethiopia,Google Play
apdat the app,5,2025-09-14,Commercial Bank of Ethiopia,Google Play
good in bankin at any time & any where.,5,2025-09-13,Commercial Bank of Ethiopia,Google Play
great,5,2025-09-13,Commercial Bank of Ethiopia,Google Play
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,Commercial Bank of Ethiopia,Google Play
it is best to me,1,2025-09-13,Commercial Bank of Ethiopia,Google Play
hayizgi mebrahtom feshay,5,2025-09-13,Commercial Bank of Ethiopia,Google Play
best,5,2025-09-13,Commercial Bank of Ethiopia,Google Play
good,5,2025-09-12,Commercial Bank of Ethiopia,Google Play
great,5,2025-09-12,Commercial Bank of Ethiopia,Google Play
Excellent app,5,2025-09-12,Commercial Bank of Ethiopia,Google Play
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-12,Commercial Bank of Ethiopia,Google Play
love,5,2025-09-12,Commercial Bank of Ethiopia,Google Play
good,3,2025-09-11,Commercial Bank of Ethiopia,Google Play
Hasasa bank,1,2025-09-11,Commercial Bank of Ethiopia,Google Play
All ways Trusted.,5,2025-09-11,Commercial Bank of Ethiopia,Google Play
best MB application in Ethiopia financial sector.,5,2025-09-11,Commercial Bank of Ethiopia,Google Play
I like this app,5,2025-09-11,Commercial Bank of Ethiopia,Google Play
am tired why I have to update every 5 day,1,2025-09-11,Commercial Bank of Ethiopia,Google Play
excellent,5,2025-09-10,Commercial Bank of Ethiopia,Google Play
best,5,2025-09-10,Commercial Bank of Ethiopia,Google Play
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,Commercial Bank of Ethiopia,Google Play
good morning 🙏,5,2025-09-10,Commercial Bank of Ethiopia,Google Play
nice,5,2025-09-09,Commercial Bank of Ethiopia,Google Play
am happy 😃,5,2025-09-09,Commercial Bank of Ethiopia,Google Play
good,5,2025-09-09,Commercial Bank of Ethiopia,Google Play
wowww,5,2025-09-08,Commercial Bank of Ethiopia,Google Play
KEHRU nasir AbFIXA,5,2025-09-08,Commercial Bank of Ethiopia,Google Play
It is well organized.,5,2025-09-08,Commercial Bank of Ethiopia,Google Play
Can't see the nearest Branch or ATM available,2,2025-09-08,Commercial Bank of Ethiopia,Google Play
excellent,5,2025-09-08,Commercial Bank of Ethiopia,Google Play
very good,5,2025-09-07,Commercial Bank of Ethiopia,Google Play
the app does not open,1,2025-09-07,Commercial Bank of Ethiopia,Google Play
from Monk,3,2025-09-06,Commercial Bank of Ethiopia,Google Play
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,Commercial Bank of Ethiopia,Google Play
incredible,5,2025-09-06,Commercial Bank of Ethiopia,Google Play
good,5,2025-09-06,Commercial Bank of Ethiopia,Google Play
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-06,Commercial Bank of Ethiopia,Google Play
it's the best money transfer app ever,5,2025-09-06,Commercial Bank of Ethiopia,Google Play
it is nice,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
user friendly. best.,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
🙏,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
አሪፍ,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
best app!!!,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,Commercial Bank of Ethiopia,Google Play
very good app,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
best,5,2025-09-05,Commercial Bank of Ethiopia,Google Play
jabirabdala,5,2025-09-04,Commercial Bank of Ethiopia,Google Play
unfair cost of transportations... what a shame!!!,1,2025-09-04,Commercial Bank of Ethiopia,Google Play
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,Commercial Bank of Ethiopia,Google Play
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-04,Commercial Bank of Ethiopia,Google Play
zinaa Ahmed,5,2025-09-04,Commercial Bank of Ethiopia,Google Play
absolutely excellent,5,2025-09-04,Commercial Bank of Ethiopia,Google Play
nice,4,2025-09-03,Commercial Bank of Ethiopia,Google Play
Good,5,2025-09-03,Commercial Bank of Ethiopia,Google Play
amazing app,5,2025-09-03,Commercial Bank of Ethiopia,Google Play
perfect and easy,5,2025-09-03,Commercial Bank of Ethiopia,Google Play
fastest,5,2025-09-03,Commercial Bank of Ethiopia,Google Play
good,5,2025-09-03,Commercial Bank of Ethiopia,Google Play
My account is not working,4,2025-09-03,Commercial Bank of Ethiopia,Google Play
The recent update is not optimized fir latest version of android,2,2025-09-02,Commercial Bank of Ethiopia,Google Play
topp,5,2025-09-02,Commercial Bank of Ethiopia,Google Play
very good,5,2025-09-01,Commercial Bank of Ethiopia,Google Play
I appreciate it,5,2025-09-01,Commercial Bank of Ethiopia,Google Play
v.good app,5,2025-09-01,Commercial Bank of Ethiopia,Google Play
Nice,4,2025-08-31,Commercial Bank of Ethiopia,Google Play
sahib amin jamal,1,2025-08-31,Commercial Bank of Ethiopia,Google Play
installi,5,2025-08-31,Commercial Bank of Ethiopia,Google Play
good,5,2025-08-30,Commercial Bank of Ethiopia,Google Play
very good apps,5,2025-08-30,Commercial Bank of Ethiopia,Google Play
👍👍👍👍,1,2025-08-30,Commercial Bank of Ethiopia,Google Play
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-30,Commercial Bank of Ethiopia,Google Play
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,Commercial Bank of Ethiopia,Google Play
tinishu titiba,5,2025-08-29,Commercial Bank of Ethiopia,Google Play
"essy to use ,has great interface and user-friendly g",5,2025-08-29,Commercial Bank of Ethiopia,Google Play
Yuuuuu,5,2025-08-29,Commercial Bank of Ethiopia,Google Play
I found it very much friendly,5,2025-08-29,Commercial Bank of Ethiopia,Google Play
"Very useful app, while we use CBE.",5,2025-08-28,Commercial Bank of Ethiopia,Google Play
woooow,5,2025-08-28,Commercial Bank of Ethiopia,Google Play
Redmi,1,2025-08-28,Commercial Bank of Ethiopia,Google Play
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,Commercial Bank of Ethiopia,Google Play
kamil aweil,5,2025-08-28,Commercial Bank of Ethiopia,Google Play
nice,3,2025-08-28,Commercial Bank of Ethiopia,Google Play
In your next update can you come with night mode future,5,2025-08-27,Commercial Bank of Ethiopia,Google Play
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,Commercial Bank of Ethiopia,Google Play
mayreba app you its better if you use other banks,1,2025-08-27,Commercial Bank of Ethiopia,Google Play
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,Commercial Bank of Ethiopia,Google Play
good app,5,2025-08-27,Commercial Bank of Ethiopia,Google Play
let us know before you shut down the app,4,2025-08-27,Commercial Bank of Ethiopia,Google Play
excited,5,2025-08-27,Commercial Bank of Ethiopia,Google Play
amizing,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
love it,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
yes it is v good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
this app is smart.,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
I am happy,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
good,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
Still I have not face critical problems sometimes delay to open,4,2025-08-26,Commercial Bank of Ethiopia,Google Play
excellent,5,2025-08-26,Commercial Bank of Ethiopia,Google Play
ጤና ከድረ,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,Commercial Bank of Ethiopia,Google Play
I have forgotten mobail banking password,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
nice app,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
Thank you,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
muktaar Abraahim,5,2025-08-25,Commercial Bank of Ethiopia,Google Play
🤞Good One,5,2025-08-24,Commercial Bank of Ethiopia,Google Play
why does it say change pin to 6 digits is that right?,4,2025-08-24,Commercial Bank of Ethiopia,Google Play
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,Commercial Bank of Ethiopia,Google Play
i like it and aprshat.,4,2025-08-23,Commercial Bank of Ethiopia,Google Play
good,4,2025-08-23,Commercial Bank of Ethiopia,Google Play
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,Commercial Bank of Ethiopia,Google Play
best app and easy to use,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,Commercial Bank of Ethiopia,Google Play
List of transactions can't load over months and years..,1,2025-08-23,Commercial Bank of Ethiopia,Google Play
transferring money to telebirr is not working,1,2025-08-23,Commercial Bank of Ethiopia,Google Play
I don't Like this app and there service fee is highl,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,Commercial Bank of Ethiopia,Google Play
good,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
this application do not show over all transaction history,3,2025-08-23,Commercial Bank of Ethiopia,Google Play
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,Commercial Bank of Ethiopia,Google Play
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,Commercial Bank of Ethiopia,Google Play
best and secured application,5,2025-08-23,Commercial Bank of Ethiopia,Google Play
This application is excellent .,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,Commercial Bank of Ethiopia,Google Play
very good,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
Thise App is Great,5,2025-08-22,Commercial Bank of Ethiopia,Google Play
